,round,year,company,pars,value
0,0,2021,Andrews,Accounts Payable,6583.0
1,0,2021,Andrews,Accounts Receivable,-307.0
2,0,2021,Andrews,Accounts payable,3583.0
3,0,2021,Andrews,Accumulated Depreciation,-37933.0
4,0,2021,Andrews,Asset Turnover,1.05
5,0,2021,Andrews,Book Value,23.97
6,0,2021,Andrews,Cash,3434.0
7,0,2021,Andrews,Cash from current debt borrowing,0.0
8,0,2021,Andrews,Cash from emergency loan,0.0
9,0,2021,Andrews,Cash from long term debt issued,0.0
10,0,2021,Andrews,Common Stock,18360.0
11,0,2021,Andrews,Contrib. Margin %,0.283
12,0,2021,Andrews,Contribution Margin,28560.0
13,0,2021,Andrews,Cumulative Profit,4188.507
14,0,2021,Andrews,Current Debt,0.0
15,0,2021,Andrews,Depreciation,7587.0
16,0,2021,Andrews,Dividend,2.0
17,0,2021,Andrews,Dividends paid,-4000.0
18,0,2021,Andrews,EBIT,11996.365
19,0,2021,Andrews,EPS,2.09
20,0,2021,Andrews,Early retirement of long term debt,0.0
21,0,2021,Andrews,Emergency Loan,0.0
22,0,2021,Andrews,Extraordinary gains/losses/writeoffs,0.0
23,0,2021,Andrews,HR.1st Shift Complement,640.0
24,0,2021,Andrews,HR.2nd Shift Complement,60.0
25,0,2021,Andrews,HR.Annual Raise,0.05
26,0,2021,Andrews,HR.Benefits,2500.0
27,0,2021,Andrews,HR.Complement,700.0
28,0,2021,Andrews,HR.Needed Complement,701.0
29,0,2021,Andrews,HR.New Employees,70.0
30,0,2021,Andrews,HR.Overtime Percent,0.002
31,0,2021,Andrews,HR.Productivity Index,1.0
32,0,2021,Andrews,HR.Profit Sharing,0.02
33,0,2021,Andrews,HR.Recruiting Cost,70.0
34,0,2021,Andrews,HR.Recruiting Spend,0.0
35,0,2021,Andrews,HR.Separated Employees,0.0
36,0,2021,Andrews,HR.Separation Cost,0.0
37,0,2021,Andrews,HR.Total HR Admin Cost,70.0
38,0,2021,Andrews,HR.Training Cost,0.0
39,0,2021,Andrews,HR.Training Hours,0.0
40,0,2021,Andrews,HR.Turnover Rate,0.1
41,0,2021,Andrews,HR.Wages,21.0
42,0,2021,Andrews,"Interest(Short term,Long term)",5421.0
43,0,2021,Andrews,Inventory,-8617.0
44,0,2021,Andrews,Leverage,2.0
45,0,2021,Andrews,Long Term Debt,41700.0
46,0,2021,Andrews,MarketCap per share,69.0
47,0,2021,Andrews,MarketCap shares,2000.0
48,0,2021,Andrews,Net Income(Loss),4189.0
49,0,2021,Andrews,Net Profit,4189.0
50,0,2021,Andrews,Net cash from financing activities,-4000.0
51,0,2021,Andrews,Net cash from operations,6434.0
52,0,2021,Andrews,Net change in cash position,2434.0
53,0,2021,Andrews,"Other(Fees,Writeoffs,TQM,Bonuses)",0.0
54,0,2021,Andrews,P/E,16.4
55,0,2021,Andrews,Plant and equipment,113800.0
56,0,2021,Andrews,Plant improvements(net),0.0
57,0,2021,Andrews,Profit Sharing,85.0
58,0,2021,Andrews,Profits,4188.507
59,0,2021,Andrews,Purchase of common stock,0.0
60,0,2021,Andrews,ROA,0.044
61,0,2021,Andrews,ROE,0.087
62,0,2021,Andrews,ROS,0.041
63,0,2021,Andrews,Retained Earnings,29582.0
64,0,2021,Andrews,Retirement of current debt,0.0
65,0,2021,Andrews,SG&A / Sales,0.089
66,0,2021,Andrews,"SGA(R&D,Promo,Sales,Admin)",8978.0
67,0,2021,Andrews,Sales,101073.437
68,0,2021,Andrews,Sales of common stock,0.0
69,0,2021,Andrews,Stock Market Change,0.0
70,0,2021,Andrews,Stock Market Close,34.25
71,0,2021,Andrews,TQM.Benchmarking,0.0
72,0,2021,Andrews,TQM.CCE/6 Sigma Training,0.0
73,0,2021,Andrews,TQM.CPI Systems,0.0
74,0,2021,Andrews,TQM.Channel Support Systems,0.0
75,0,2021,Andrews,TQM.Concurrent Engineering,0.0
76,0,2021,Andrews,TQM.Demand Increase,0.0
77,0,2021,Andrews,TQM.GEMI TQEM Sustainability Initiatives,0.0
78,0,2021,Andrews,TQM.Labor Cost Reduction,0.0
79,0,2021,Andrews,TQM.Material Cost Reduction,0.0
80,0,2021,Andrews,TQM.Quality Function Deployment Effort,0.0
81,0,2021,Andrews,TQM.Quality Initiative Training,0.0
82,0,2021,Andrews,TQM.Reduction Admin Costs,0.0
83,0,2021,Andrews,TQM.Reduction R&D Cycle Time,0.0
84,0,2021,Andrews,TQM.Total Expenditures,0.0
85,0,2021,Andrews,TQM.UNEP Green Programs,0.0
86,0,2021,Andrews,TQM.VendorJIT,0.0
87,0,2021,Andrews,Taxes,2301.0
88,0,2021,Andrews,Total Assets,96225.0
89,0,2021,Andrews,Total Current Assets,20358.0
90,0,2021,Andrews,Total Current Liabilities,6583.0
91,0,2021,Andrews,Total Equity,47942.0
92,0,2021,Andrews,Total Fixed Assets,75867.0
93,0,2021,Andrews,Total Liabilities,48283.0
94,0,2021,Andrews,Total Liabilities & Owners Equity,96225.0
95,0,2021,Andrews,"Variable Costs(Labor,Material,Carry)",72513.0
96,0,2021,Andrews,Yield,0.058
97,0,2021,Baldwin,Accounts Payable,6583.0
98,0,2021,Baldwin,Accounts Receivable,-307.0
99,0,2021,Baldwin,Accounts payable,3583.0
100,0,2021,Baldwin,Accumulated Depreciation,-37933.0
101,0,2021,Baldwin,Asset Turnover,1.05
102,0,2021,Baldwin,Book Value,23.97
